"dx","TQIP_severity","TQIP_issbr","NIS_severity","NIS_issbr","TQIP_only_severity","TQIP_only_issbr","NIS_only_severity","NIS_only_issbr","TQIP_effect","TQIP_intercept","NIS_effect","NIS_intercept"
"S568",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.40708807801958,-4.27367040846742,-0.98538497118247,-3.90847840866382
"S569",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0715415554258007,-4.27367040846742,-1.17558302527231,-3.90847840866382
"S570",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.121915090518976,-4.27367040846742,-0.79857501934137,-3.90847840866382
"S578",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0971431530991686,-4.27367040846742,-1.48558055797411,-3.90847840866382
"S580",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.17759572906433,-4.27367040846742,-1.29911654956957,-3.90847840866382
"S581",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.05128042160536,-4.27367040846742,-1.36543569787112,-3.90847840866382
"S589",4,"Extremities",5,"Extremities",4,"Extremities",5,"Extremities",0.993517963048095,-4.27367040846742,1.43022800218609,-3.90847840866382
"S590",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.895575961755734,-4.27367040846742,0.146994625542971,-3.90847840866382
"S591",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.92036154398881,-4.27367040846742,-1.11307629714904,-3.90847840866382
"S592",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.730333195453665,-4.27367040846742,-0.371433334852382,-3.90847840866382
"S598",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.405955710920905,-4.27367040846742,-1.29497577612811,-3.90847840866382
"S599",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.19650304751821,-4.27367040846742,-1.35942235755625,-3.90847840866382
"S600",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.064826875791621,-4.27367040846742,-0.772709722127275,-3.90847840866382
"S601",4,"Extremities",5,"Extremities",4,"Extremities",5,"Extremities",0.761196294679952,-4.27367040846742,0.858812712785219,-3.90847840866382
"S602",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.183866933782943,-4.27367040846742,-0.590928473874979,-3.90847840866382
"S603",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0830233573521736,-4.27367040846742,-1.31543387788154,-3.90847840866382
"S604",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.128724863495141,-4.27367040846742,-0.761643213188631,-3.90847840866382
"S605",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0605436894864223,-4.27367040846742,-0.626382390593413,-3.90847840866382
"S608",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.00792391664573966,-4.27367040846742,-0.625049653228638,-3.90847840866382
"S609",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.227365059226426,-4.27367040846742,-0.359749514060635,-3.90847840866382
"S610",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0659651354360681,-4.27367040846742,-0.899201145448229,-3.90847840866382
"S611",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.985240180454329,-4.27367040846742,-1.1280586792814,-3.90847840866382
"S612",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.208353460514733,-4.27367040846742,-0.532226516287169,-3.90847840866382
"S613",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.372802509777564,-4.27367040846742,-0.975657900978459,-3.90847840866382
"S614",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0366165243860884,-4.27367040846742,-0.290000010758764,-3.90847840866382
"S615",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.18302074690711,-4.27367040846742,-0.434871383730416,-3.90847840866382
"S61S",1,"Extremities",1,"Extremities",1,"Extremities",NA,NA,-0.664117993831785,-4.27367040846742,NA,NA
"S620",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.710669623591311,-4.27367040846742,-0.4034003735323,-3.90847840866382
"S621",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.431470858605389,-4.27367040846742,0.0372845679200748,-3.90847840866382
"S622",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.543865342347775,-4.27367040846742,-0.750709238791732,-3.90847840866382
"S623",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.364336486216472,-4.27367040846742,-0.530151045618075,-3.90847840866382
"S625",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.422653473981086,-4.27367040846742,-0.747902287195044,-3.90847840866382
"S626",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.480445714939497,-4.27367040846742,-0.604341675246867,-3.90847840866382
"S629",4,"Extremities",3,"Extremities",4,"Extremities",3,"Extremities",1.20977804411769,-4.27367040846742,0.201895501091629,-3.90847840866382
"S630",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.199249397866323,-4.27367040846742,-1.38088936510434,-3.90847840866382
"S631",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.15582368749972,-4.27367040846742,-1.31068740031334,-3.90847840866382
"S632",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.329987319465151,-4.27367040846742,-0.712054946855821,-3.90847840866382
"S633",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.24793073376779,-4.27367040846742,-1.08882042326973,-3.90847840866382
"S634",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.384255444218521,-4.27367040846742,-0.782969471051528,-3.90847840866382
"S635",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.902580861132663,-4.27367040846742,-0.450268494267021,-3.90847840866382
"S636",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.713031446377903,-4.27367040846742,-1.08006070250502,-3.90847840866382
"S638",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.369493700621684,-4.27367040846742,-1.07325575296436,-3.90847840866382
"S639",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.10748138670969,-4.27367040846742,-0.362414521990354,-3.90847840866382
"S640",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.455741963828367,-4.27367040846742,-0.626097185530046,-3.90847840866382
"S641",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.804580728633942,-4.27367040846742,-0.832842832071612,-3.90847840866382
"S642",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.381438898748302,-4.27367040846742,-1.17552411754154,-3.90847840866382
"S643",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.666836775644931,-4.27367040846742,-0.60528439988466,-3.90847840866382
"S644",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.739691036299487,-4.27367040846742,-0.649435211682223,-3.90847840866382
"S648",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.721425292214464,-4.27367040846742,-0.735204663952693,-3.90847840866382
"S649",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.03736082974843,-4.27367040846742,-1.20656971190944,-3.90847840866382
"S650",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.669901589771621,-4.27367040846742,-0.720007652026082,-3.90847840866382
"S651",1,"Extremities",4,"Extremities",1,"Extremities",4,"Extremities",-0.70758104402436,-4.27367040846742,0.645579817214455,-3.90847840866382
"S652",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.939464487915633,-4.27367040846742,-0.720059811082547,-3.90847840866382
"S653",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.789680892022753,-4.27367040846742,-0.48376500786235,-3.90847840866382
"S654",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.657473105876503,-4.27367040846742,-0.560531930391812,-3.90847840866382
"S655",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.407458690084281,-4.27367040846742,-0.50696336545747,-3.90847840866382
"S658",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.36816541196821,-4.27367040846742,-0.764181842864594,-3.90847840866382
"S659",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.01168261171642,-4.27367040846742,-0.589362289656268,-3.90847840866382
"S660",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.784988861046365,-4.27367040846742,-0.502718693269266,-3.90847840866382
"S661",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.680406831088703,-4.27367040846742,-0.751106377192034,-3.90847840866382
"S662",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.02512732999752,-4.27367040846742,-0.731109338262708,-3.90847840866382
"S663",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.74508469130148,-4.27367040846742,-0.897952715024004,-3.90847840866382
"S664",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.858803110223196,-4.27367040846742,-0.503672509315281,-3.90847840866382
"S665",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.021538923747074,-4.27367040846742,-0.82930122417031,-3.90847840866382
"S668",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.40405506163609,-4.27367040846742,-0.499045113722436,-3.90847840866382
"S669",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.41658471091351,-4.27367040846742,-1.05929976230885,-3.90847840866382
"S670",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.84163358332785,-4.27367040846742,-0.798557970484894,-3.90847840866382
"S671",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.892034859690649,-4.27367040846742,-0.911926083918651,-3.90847840866382
"S672",1,"Extremities",3,"Extremities",1,"Extremities",3,"Extremities",-0.633738578972474,-4.27367040846742,0.179753492761658,-3.90847840866382
"S673",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.959652239955849,-4.27367040846742,-0.885745980331059,-3.90847840866382
"S674",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.72751517223947,-4.27367040846742,-0.855878601501381,-3.90847840866382
"S679",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.783536824223682,-4.27367040846742,-1.08616525541256,-3.90847840866382
"S680",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.913799257368016,-4.27367040846742,-0.964955912548965,-3.90847840866382
"S681",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.560755742154955,-4.27367040846742,-0.769249113623708,-3.90847840866382
"S684",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.729034388510427,-4.27367040846742,-1.0679970500098,-3.90847840866382
"S685",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.654919659044363,-4.27367040846742,-1.03842041780459,-3.90847840866382
"S686",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.732665041294499,-4.27367040846742,-0.552263995483399,-3.90847840866382
"S687",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",0.847936202150109,-4.27367040846742,-1.06537044350977,-3.90847840866382
"S698",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.654547502775416,-4.27367040846742,-0.342020691795935,-3.90847840866382
"S699",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.296902895201497,-4.27367040846742,-0.875121222596274,-3.90847840866382
"S700",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",0.0126722726736633,-4.27367040846742,-0.0510927393164528,-3.90847840866382
"S701",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.219951008047164,-4.27367040846742,-0.406120059169617,-3.90847840866382
"S702",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.0406403976000169,-4.27367040846742,0.112131040425186,-3.90847840866382
"S703",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.018037171070618,-4.27367040846742,-0.692090338579272,-3.90847840866382
"S709",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.664893355156895,-4.27367040846742,-1.77104029990116,-3.90847840866382
"S710",2,"Extremities",3,"Extremities",2,"Extremities",3,"Extremities",0.41052202782528,-4.27367040846742,0.32537536237645,-3.90847840866382
"S711",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.170476806919667,-4.27367040846742,-0.173450885961905,-3.90847840866382
"S720",2,"Extremities",2,"Extremities",2,"Extremities",2,"Extremities",0.326446717640502,-4.27367040846742,0.0661670099898962,-3.90847840866382
"S721",3,"Extremities",3,"Extremities",3,"Extremities",3,"Extremities",0.433460909073768,-4.27367040846742,0.1729412429957,-3.90847840866382
"S722",1,"Extremities",3,"Extremities",1,"Extremities",3,"Extremities",-0.0711109659348811,-4.27367040846742,0.168447824979902,-3.90847840866382
"S723",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.0334218671391779,-4.27367040846742,0.0101933393621441,-3.90847840866382
"S724",2,"Extremities",3,"Extremities",2,"Extremities",3,"Extremities",0.252051829118647,-4.27367040846742,0.228180850935653,-3.90847840866382
"S728",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.623492019387074,-4.27367040846742,-0.318675827616429,-3.90847840866382
"S729",5,"Extremities",5,"Extremities",5,"Extremities",5,"Extremities",1.62282502063515,-4.27367040846742,1.02600221555491,-3.90847840866382
"S730",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.294630575829472,-4.27367040846742,-0.215299709919659,-3.90847840866382
"S731",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.626811608697658,-4.27367040846742,-1.25225896102555,-3.90847840866382
"S740",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.26733305363078,-4.27367040846742,-0.662604104060569,-3.90847840866382
"S741",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.235467556456105,-4.27367040846742,-1.75010881071845,-3.90847840866382
"S742",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.35541246936058,-4.27367040846742,-0.833255030060173,-3.90847840866382
"S748",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.39076344538923,-4.27367040846742,-1.64501964146709,-3.90847840866382
"S749",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.77642144292174,-4.27367040846742,-3.26202704846405,-3.90847840866382
"S750",4,"Extremities",5,"Extremities",4,"Extremities",5,"Extremities",0.776893842910062,-4.27367040846742,0.827576879333208,-3.90847840866382
"S751",3,"Extremities",5,"Extremities",3,"Extremities",5,"Extremities",0.725299318646572,-4.27367040846742,0.906481785627597,-3.90847840866382
"S752",1,"Extremities",5,"Extremities",1,"Extremities",5,"Extremities",0.163693887074959,-4.27367040846742,2.94313023520369,-3.90847840866382
"S758",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.63854656018818,-4.27367040846742,-1.88227461804544,-3.90847840866382
"S759",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",1.03758498822345,-4.27367040846742,-1.18768839720552,-3.90847840866382
"S760",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0175395624867986,-4.27367040846742,-1.26345218925335,-3.90847840866382
"S761",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.498137767573991,-4.27367040846742,-0.656018290494108,-3.90847840866382
"S762",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0780439693675601,-4.27367040846742,-0.217577055689488,-3.90847840866382
"S763",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.78578515871352,-4.27367040846742,-1.18339977121916,-3.90847840866382
"S768",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0659331737712387,-4.27367040846742,-1.35413049571985,-3.90847840866382
"S769",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.125950870432421,-4.27367040846742,-1.18479907629914,-3.90847840866382
"S770",5,"Extremities",5,"Extremities",5,"Extremities",NA,NA,1.41860629475499,-4.27367040846742,NA,NA
"S771",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",0.943841331715972,-4.27367040846742,-0.183245678412741,-3.90847840866382
"S772",4,"Extremities",1,"Extremities",4,"Extremities",1,"Extremities",0.999542057002891,-4.27367040846742,-1.32073569020506,-3.90847840866382
"S780",5,"Extremities",1,"Extremities",5,"Extremities",1,"Extremities",2.35223906246644,-4.27367040846742,-1.40139532974651,-3.90847840866382
"S781",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.572137685916745,-4.27367040846742,-0.967695614636525,-3.90847840866382
"S789",5,"Extremities",5,"Extremities",5,"Extremities",NA,NA,3.31128572661402,-4.27367040846742,NA,NA
"S790",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.0140690442318,-4.27367040846742,-1.37492117552516,-3.90847840866382
"S791",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.846260659189991,-4.27367040846742,-0.0591037334937322,-3.90847840866382
"S798",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.634212926067743,-4.27367040846742,-1.28666240776336,-3.90847840866382
"S799",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.275577025698689,-4.27367040846742,-0.813295162818542,-3.90847840866382
"S800",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0692541054902744,-4.27367040846742,-0.451292241860838,-3.90847840866382
"S801",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",0.224307796078718,-4.27367040846742,-0.00839412868450821,-3.90847840866382
"S802",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.075564965683459,-4.27367040846742,-0.35787265157052,-3.90847840866382
"S808",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.00245758991362275,-4.27367040846742,-0.217015107499116,-3.90847840866382
"S809",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.497653596948113,-4.27367040846742,-0.418302562613034,-3.90847840866382
"S810",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0220539523683365,-4.27367040846742,-0.41148370944073,-3.90847840866382
"S818",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",0.141121086706402,-4.27367040846742,-0.0438326486293085,-3.90847840866382
"S820",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.149439450294564,-4.27367040846742,-0.477151923968099,-3.90847840866382
"S821",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.162113772528613,-4.27367040846742,-0.170229679966998,-3.90847840866382
"S822",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.047940516644808,-4.27367040846742,-0.101294651256698,-3.90847840866382
"S823",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0322670357279414,-4.27367040846742,-0.299359631058493,-3.90847840866382
"S824",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.120279327645496,-4.27367040846742,-0.0841008873575361,-3.90847840866382
"S825",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.352535732459174,-4.27367040846742,-0.349831679956276,-3.90847840866382
"S826",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.371791084655141,-4.27367040846742,-0.729564879871825,-3.90847840866382
"S828",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.18732682729011,-4.27367040846742,-0.520167261342988,-3.90847840866382
"S829",5,"Extremities",5,"Extremities",5,"Extremities",5,"Extremities",2.51434226110961,-4.27367040846742,1.10334943810912,-3.90847840866382
"S830",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.18143983526026,-4.27367040846742,-0.375573844802493,-3.90847840866382
"S831",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0973896379661533,-4.27367040846742,-0.208619714475724,-3.90847840866382
"S832",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.05828065393964,-4.27367040846742,-0.927816037508258,-3.90847840866382
"S833",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.517633437186246,-4.27367040846742,-1.00024866348305,-3.90847840866382
"S834",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.543545514749925,-4.27367040846742,-0.983478075577782,-3.90847840866382
"S835",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.691993824412687,-4.27367040846742,-0.696482650005818,-3.90847840866382
"S836",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.87270028551604,-4.27367040846742,-1.16223361584427,-3.90847840866382
"S838",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.53613536092946,-4.27367040846742,0.00508487584120479,-3.90847840866382
"S839",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.613953732606677,-4.27367040846742,-0.799007236614892,-3.90847840866382
"S840",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.226681297447151,-4.27367040846742,-0.965212626499215,-3.90847840866382
"S841",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.860615189567141,-4.27367040846742,-0.0767102190875931,-3.90847840866382
"S842",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.787365450378503,-4.27367040846742,-0.891438484436473,-3.90847840866382
"S848",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.247749952269529,-4.27367040846742,-1.07895588032641,-3.90847840866382
"S849",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-2.10118598017357,-4.27367040846742,-1.31025999468383,-3.90847840866382
"S850",1,"Extremities",3,"Extremities",1,"Extremities",3,"Extremities",0.134516592806247,-4.27367040846742,0.344325174257353,-3.90847840866382
"S851",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.449308696962559,-4.27367040846742,-0.482751424732331,-3.90847840866382
"S852",1,"Extremities",5,"Extremities",1,"Extremities",5,"Extremities",-0.467276369948842,-4.27367040846742,1.21726328963272,-3.90847840866382
"S853",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.609070951151937,-4.27367040846742,0.075114452227801,-3.90847840866382
