"dx","TQIP_severity","TQIP_issbr","NIS_severity","NIS_issbr","TQIP_only_severity","TQIP_only_issbr","NIS_only_severity","NIS_only_issbr","TQIP_effect","TQIP_intercept","NIS_effect","NIS_intercept"
"S854",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.850579320511297,-4.27367040846742,-1.21324681711763,-3.90847840866382
"S855",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.107171800369558,-4.27367040846742,-1.56894065510857,-3.90847840866382
"S858",1,"Extremities",4,"Extremities",1,"Extremities",4,"Extremities",-0.0471717198145154,-4.27367040846742,0.706819306278126,-3.90847840866382
"S859",3,"Extremities",5,"Extremities",3,"Extremities",5,"Extremities",0.713266994412443,-4.27367040846742,0.841897601518684,-3.90847840866382
"S860",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.156788462383421,-4.27367040846742,-0.125219034518069,-3.90847840866382
"S861",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.441921622076634,-4.27367040846742,-1.15093869655486,-3.90847840866382
"S862",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.297779007920196,-4.27367040846742,-1.06319683380659,-3.90847840866382
"S863",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.152938676446241,-4.27367040846742,-1.01674574733653,-3.90847840866382
"S868",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.700571441932611,-4.27367040846742,-1.20019864289916,-3.90847840866382
"S869",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0656449354050706,-4.27367040846742,-1.2361172665557,-3.90847840866382
"S870",2,"Extremities",1,"Extremities",2,"Extremities",1,"Extremities",0.344496433407777,-4.27367040846742,-1.2081237922568,-3.90847840866382
"S878",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.460815148065688,-4.27367040846742,-0.191688327030655,-3.90847840866382
"S880",4,"Extremities",5,"Extremities",4,"Extremities",5,"Extremities",0.91603477123499,-4.27367040846742,1.91696070234814,-3.90847840866382
"S881",4,"Extremities",5,"Extremities",4,"Extremities",5,"Extremities",0.978369743529,-4.27367040846742,1.06352700482391,-3.90847840866382
"S889",4,"Extremities",5,"Extremities",4,"Extremities",5,"Extremities",1.19889206256037,-4.27367040846742,2.93806027713949,-3.90847840866382
"S890",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.811553511464787,-4.27367040846742,-0.304370728756641,-3.90847840866382
"S891",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.07315702438182,-4.27367040846742,-0.530058938650122,-3.90847840866382
"S892",3,"Extremities",2,"Extremities",3,"Extremities",2,"Extremities",0.598048082941859,-4.27367040846742,0.0185378903407741,-3.90847840866382
"S893",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0363427258118657,-4.27367040846742,-1.08731094691401,-3.90847840866382
"S898",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.27147440390685,-4.27367040846742,-0.296370101410498,-3.90847840866382
"S899",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",0.0798068103674673,-4.27367040846742,0.0152182330994605,-3.90847840866382
"S900",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.127399173433908,-4.27367040846742,-0.733623444881168,-3.90847840866382
"S901",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.0112489915680428,-4.27367040846742,-0.0387366128796368,-3.90847840866382
"S902",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.35280192934843,-4.27367040846742,-1.37473124217626,-3.90847840866382
"S903",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.228864439489632,-4.27367040846742,-0.221070160824449,-3.90847840866382
"S904",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.081312748956142,-4.27367040846742,-0.481195325444794,-3.90847840866382
"S905",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.00579464081129301,-4.27367040846742,-0.509242009620368,-3.90847840866382
"S908",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.0250005480253532,-4.27367040846742,-0.237097618531285,-3.90847840866382
"S909",3,"Extremities",1,"Extremities",3,"Extremities",1,"Extremities",0.66863621324789,-4.27367040846742,-1.27258225304722,-3.90847840866382
"S910",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0323561136524821,-4.27367040846742,-0.285166008109551,-3.90847840866382
"S911",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.151825884576181,-4.27367040846742,-0.635714649313527,-3.90847840866382
"S912",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",0.0898212813487525,-4.27367040846742,-0.0309115835238923,-3.90847840866382
"S913",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.112801029868077,-4.27367040846742,-0.566800616159057,-3.90847840866382
"S920",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.385714154912335,-4.27367040846742,-0.346116963246535,-3.90847840866382
"S921",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.299233516564721,-4.27367040846742,-0.653618061320363,-3.90847840866382
"S922",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.409130588390962,-4.27367040846742,-0.370763042619165,-3.90847840866382
"S923",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.442832740080484,-4.27367040846742,-0.386934875144685,-3.90847840866382
"S924",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.391870529309727,-4.27367040846742,-0.374426431479272,-3.90847840866382
"S925",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.51752313405809,-4.27367040846742,-0.106367011174876,-3.90847840866382
"S928",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.138869960523488,-4.27367040846742,-1.16095808794062,-3.90847840866382
"S929",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.163844116114871,-4.27367040846742,-0.592508569795004,-3.90847840866382
"S930",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.219978462843223,-4.27367040846742,0.125142929415711,-3.90847840866382
"S931",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.617501525337417,-4.27367040846742,-0.719783045537048,-3.90847840866382
"S933",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.275203243050994,-4.27367040846742,-0.603382187096209,-3.90847840866382
"S934",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.00265404369919,-4.27367040846742,-0.938350438246121,-3.90847840866382
"S935",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.42909542791093,-4.27367040846742,-1.11138128411486,-3.90847840866382
"S936",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.54840682688083,-4.27367040846742,-0.504948816608103,-3.90847840866382
"S940",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.944744514259484,-4.27367040846742,-0.40982533533395,-3.90847840866382
"S941",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.658279386757957,-4.27367040846742,-0.611983170325498,-3.90847840866382
"S942",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.50338322740954,-4.27367040846742,-1.43589695886563,-3.90847840866382
"S943",1,"Extremities",1,"Extremities",1,"Extremities",NA,NA,-0.713900107829848,-4.27367040846742,NA,NA
"S948",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.03081797452547,-4.27367040846742,-1.14257568477872,-3.90847840866382
"S949",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.0455364478975,-4.27367040846742,-0.858754888339198,-3.90847840866382
"S950",3,"Extremities",5,"Extremities",3,"Extremities",5,"Extremities",0.71443849558658,-4.27367040846742,1.34896579742423,-3.90847840866382
"S951",5,"Extremities",1,"Extremities",5,"Extremities",1,"Extremities",1.6829980299278,-4.27367040846742,-0.409686642047833,-3.90847840866382
"S952",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.14600861986408,-4.27367040846742,-0.681960656306092,-3.90847840866382
"S958",5,"Extremities",1,"Extremities",5,"Extremities",1,"Extremities",2.04302942634216,-4.27367040846742,-0.857720579363031,-3.90847840866382
"S959",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.911588837197414,-4.27367040846742,-1.25834482166256,-3.90847840866382
"S960",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.951359921605526,-4.27367040846742,-0.881836652986199,-3.90847840866382
"S961",1,"Extremities",2,"Extremities",1,"Extremities",2,"Extremities",-0.750232272138886,-4.27367040846742,-0.0375875202742298,-3.90847840866382
"S962",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.10831402545471,-4.27367040846742,-0.800685847968217,-3.90847840866382
"S968",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.11705412084153,-4.27367040846742,-1.02579156398834,-3.90847840866382
"S969",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.6241765379723,-4.27367040846742,-1.12974615027353,-3.90847840866382
"S970",1,"Extremities",3,"Extremities",1,"Extremities",3,"Extremities",-1.24572416722876,-4.27367040846742,0.203875218148461,-3.90847840866382
"S971",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.21237125693122,-4.27367040846742,-1.03700764109942,-3.90847840866382
"S978",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.664180722501619,-4.27367040846742,-0.410113143753494,-3.90847840866382
"S980",4,"Extremities",4,"Extremities",4,"Extremities",4,"Extremities",0.987307116166431,-4.27367040846742,0.682328977678848,-3.90847840866382
"S981",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.35944051230422,-4.27367040846742,-1.17000672547864,-3.90847840866382
"S982",1,"Extremities",3,"Extremities",1,"Extremities",3,"Extremities",-1.14437849321021,-4.27367040846742,0.259245367879014,-3.90847840866382
"S983",1,"Extremities",3,"Extremities",1,"Extremities",3,"Extremities",-1.45036814194772,-4.27367040846742,0.472584555246954,-3.90847840866382
"S989",5,"Extremities",1,"Extremities",5,"Extremities",1,"Extremities",1.43190455391844,-4.27367040846742,-1.94704056130622,-3.90847840866382
"S990",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",0.0947039832517951,-4.27367040846742,-0.88221564341915,-3.90847840866382
"S991",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.09386599968476,-4.27367040846742,-1.06012665095341,-3.90847840866382
"S992",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-1.30310223702684,-4.27367040846742,-1.04136129340558,-3.90847840866382
"S998",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.107172013705384,-4.27367040846742,-1.19521767187326,-3.90847840866382
"S999",1,"Extremities",1,"Extremities",1,"Extremities",1,"Extremities",-0.118846823019433,-4.27367040846742,-0.72743463520169,-3.90847840866382
"T07",1,"General",1,"General",1,"General",NA,NA,0.204158373036919,-4.27367040846742,NA,NA
"T07X",3,"General",3,"General",3,"General",NA,NA,0.711767102807056,-4.27367040846742,NA,NA
"T148",1,"General",2,"General",1,"General",2,"General",0.233042322558152,-4.27367040846742,0.1107231241844,-3.90847840866382
"T149",4,"General",2,"General",4,"General",2,"General",0.801870238882482,-4.27367040846742,0.0308971568789541,-3.90847840866382
"T200",1,"General",5,"General",1,"General",5,"General",-0.138010214112987,-4.27367040846742,0.933757954108083,-3.90847840866382
"T201",1,"General",4,"General",1,"General",4,"General",-0.198749033700599,-4.27367040846742,0.733558355706488,-3.90847840866382
"T202",1,"General",3,"General",1,"General",3,"General",0.0671136778289923,-4.27367040846742,0.327392649003271,-3.90847840866382
"T203",3,"General",5,"General",3,"General",5,"General",0.567588147084314,-4.27367040846742,1.70473912009864,-3.90847840866382
"T204",1,"General",1,"General",1,"General",1,"General",-1.19209961461482,-4.27367040846742,-2.2108576864971,-3.90847840866382
"T205",3,"General",1,"General",3,"General",1,"General",0.495776458788031,-4.27367040846742,-0.788124033386613,-3.90847840866382
"T206",1,"General",1,"General",1,"General",1,"General",-0.916613252703859,-4.27367040846742,-1.13430717263886,-3.90847840866382
"T207",1,"General",1,"General",1,"General",NA,NA,-0.917839512025158,-4.27367040846742,NA,NA
"T210",1,"General",5,"General",1,"General",5,"General",-0.0172543533804704,-4.27367040846742,1.15013521474321,-3.90847840866382
"T211",1,"General",3,"General",1,"General",3,"General",-0.358104931296174,-4.27367040846742,0.436615627896737,-3.90847840866382
"T212",1,"General",1,"General",1,"General",1,"General",-0.0987983936937084,-4.27367040846742,-0.388153077795458,-3.90847840866382
"T213",3,"General",4,"General",3,"General",4,"General",0.510939796502804,-4.27367040846742,0.583952037690627,-3.90847840866382
"T214",1,"General",5,"General",1,"General",5,"General",-1.09139740746603,-4.27367040846742,2.89534598471245,-3.90847840866382
"T215",2,"General",1,"General",2,"General",1,"General",0.420129094291256,-4.27367040846742,-1.30736883192119,-3.90847840866382
"T216",1,"General",1,"General",1,"General",1,"General",-0.872550159331476,-4.27367040846742,-0.967251153945114,-3.90847840866382
"T217",1,"General",1,"General",1,"General",1,"General",-1.03189951282995,-4.27367040846742,-1.62505991951607,-3.90847840866382
"T220",2,"General",1,"General",2,"General",1,"General",0.27753660994177,-4.27367040846742,-0.104240798426262,-3.90847840866382
"T221",1,"General",1,"General",1,"General",1,"General",-0.339221856146316,-4.27367040846742,-2.60448325859916,-3.90847840866382
"T222",1,"General",1,"General",1,"General",1,"General",-0.168078238143844,-4.27367040846742,-0.673668703003562,-3.90847840866382
"T223",1,"General",1,"General",1,"General",1,"General",0.135200502145715,-4.27367040846742,-0.854123973083436,-3.90847840866382
"T224",1,"General",1,"General",1,"General",1,"General",-0.845666137038984,-4.27367040846742,-1.34905864016287,-3.90847840866382
"T225",1,"General",1,"General",1,"General",1,"General",-0.950272359863159,-4.27367040846742,-0.402810719038882,-3.90847840866382
"T226",1,"General",1,"General",1,"General",1,"General",-0.780695375190704,-4.27367040846742,-1.06701930188387,-3.90847840866382
"T227",1,"General",1,"General",1,"General",1,"General",-0.834883817736248,-4.27367040846742,-0.953241689971563,-3.90847840866382
"T230",1,"General",1,"General",1,"General",1,"General",0.0196751550895612,-4.27367040846742,-1.55919809708091,-3.90847840866382
"T231",1,"General",1,"General",1,"General",1,"General",-0.331976945967494,-4.27367040846742,-1.2055821517013,-3.90847840866382
"T232",1,"General",3,"General",1,"General",3,"General",-0.235304808166516,-4.27367040846742,0.383646239643714,-3.90847840866382
"T233",1,"General",5,"General",1,"General",5,"General",-0.225793680363923,-4.27367040846742,0.967859178070062,-3.90847840866382
"T234",1,"General",1,"General",1,"General",1,"General",-0.963456643126566,-4.27367040846742,-0.970857398758832,-3.90847840866382
"T235",1,"General",1,"General",1,"General",NA,NA,-1.10820067376014,-4.27367040846742,NA,NA
"T236",1,"General",1,"General",1,"General",1,"General",-0.971399808345847,-4.27367040846742,-0.80259761108628,-3.90847840866382
"T237",1,"General",1,"General",1,"General",1,"General",-0.92433381346518,-4.27367040846742,-0.212296880977958,-3.90847840866382
"T240",2,"General",2,"General",2,"General",2,"General",0.315867947059403,-4.27367040846742,-0.0369943618469689,-3.90847840866382
"T241",1,"General",1,"General",1,"General",1,"General",-0.708415076006003,-4.27367040846742,-1.29509652480174,-3.90847840866382
"T242",1,"Extremities",4,"Extremities",1,"Extremities",4,"Extremities",-0.161837912975824,-4.27367040846742,0.512896577564263,-3.90847840866382
"T243",3,"General",1,"General",3,"General",1,"General",0.493521858918413,-4.27367040846742,-0.0934480129167881,-3.90847840866382
"T244",1,"General",1,"General",1,"General",1,"General",-0.926290859240415,-4.27367040846742,-1.30222661990085,-3.90847840866382
"T245",1,"General",1,"General",1,"General",1,"General",-1.46692363047449,-4.27367040846742,-0.0849915704613907,-3.90847840866382
"T246",1,"General",2,"General",1,"General",2,"General",-0.844595177787428,-4.27367040846742,-0.0685750377445952,-3.90847840866382
"T247",1,"General",1,"General",1,"General",1,"General",-1.04383438090873,-4.27367040846742,-1.18231111430288,-3.90847840866382
"T250",3,"General",5,"General",3,"General",5,"General",0.720836301893717,-4.27367040846742,0.95956649118067,-3.90847840866382
"T251",1,"General",1,"General",1,"General",1,"General",-0.218084186553507,-4.27367040846742,-1.08144574282147,-3.90847840866382
"T252",1,"General",2,"General",1,"General",2,"General",-0.130993294208258,-4.27367040846742,0.0851338154805654,-3.90847840866382
"T253",1,"General",1,"General",1,"General",1,"General",0.161450206818834,-4.27367040846742,-0.260297100008602,-3.90847840866382
"T254",1,"General",1,"General",1,"General",1,"General",-0.352809614085069,-4.27367040846742,-1.02377987434278,-3.90847840866382
"T256",1,"General",1,"General",1,"General",1,"General",-0.932646123360869,-4.27367040846742,-0.823772920724023,-3.90847840866382
"T257",1,"General",1,"General",1,"General",1,"General",-2.48174131251958,-4.27367040846742,-0.429248936037249,-3.90847840866382
"T260",1,"General",1,"General",1,"General",1,"General",0.202219386398522,-4.27367040846742,-3.23718823701474,-3.90847840866382
"T261",2,"General",5,"General",2,"General",5,"General",0.389776373817497,-4.27367040846742,1.76074580707279,-3.90847840866382
"T262",1,"General",1,"General",1,"General",NA,NA,-0.168382377984964,-4.27367040846742,NA,NA
"T263",1,"General",1,"General",1,"General",NA,NA,-0.705219534380306,-4.27367040846742,NA,NA
"T264",1,"General",1,"General",1,"General",1,"General",0.0655331632131945,-4.27367040846742,-2.79015087078228,-3.90847840866382
"T265",1,"General",1,"General",1,"General",1,"General",-0.592749283368499,-4.27367040846742,-4.53248795259023,-3.90847840866382
"T266",1,"General",1,"General",1,"General",1,"General",-1.15943182034491,-4.27367040846742,-1.07495413780401,-3.90847840866382
"T267",1,"General",1,"General",1,"General",NA,NA,-1.21652288360843,-4.27367040846742,NA,NA
"T268",1,"General",1,"General",1,"General",NA,NA,-0.822183959051316,-4.27367040846742,NA,NA
"T269",5,"General",1,"General",5,"General",1,"General",1.7545634358168,-4.27367040846742,-0.73850218924698,-3.90847840866382
"T270",5,"General",1,"General",5,"General",1,"General",1.8138040645171,-4.27367040846742,-0.941365099964498,-3.90847840866382
"T271",5,"General",1,"General",5,"General",1,"General",1.80255646737228,-4.27367040846742,-1.06124401919767,-3.90847840866382
"T272",5,"General",5,"General",5,"General",5,"General",1.38985164360153,-4.27367040846742,1.72717899959152,-3.90847840866382
"T273",5,"General",1,"General",5,"General",1,"General",1.66464669378114,-4.27367040846742,-1.64319176575717,-3.90847840866382
"T274",1,"General",1,"General",1,"General",NA,NA,-1.69029529362609,-4.27367040846742,NA,NA
"T275",5,"General",5,"General",5,"General",NA,NA,3.20019073331962,-4.27367040846742,NA,NA
"T276",1,"General",1,"General",1,"General",1,"General",-1.06390471578645,-4.27367040846742,-0.233847833085456,-3.90847840866382
"T277",1,"General",1,"General",NA,NA,1,"General",NA,NA,-0.896314773965126,-3.90847840866382
"T280",1,"General",1,"General",1,"General",1,"General",-1.54741254231944,-4.27367040846742,-0.924942853997774,-3.90847840866382
"T281",1,"General",1,"General",1,"General",NA,NA,-1.8585460589208,-4.27367040846742,NA,NA
"T282",1,"General",1,"General",1,"General",NA,NA,-1.48207884921708,-4.27367040846742,NA,NA
"T283",1,"General",1,"General",1,"General",NA,NA,-1.30833150461478,-4.27367040846742,NA,NA
"T284",1,"General",1,"General",1,"General",1,"General",-1.54567942040933,-4.27367040846742,-1.18299389531415,-3.90847840866382
"T285",4,"General",1,"General",4,"General",1,"General",0.916710697708294,-4.27367040846742,-0.233820818798108,-3.90847840866382
"T286",4,"General",1,"General",4,"General",1,"General",1.15593679343714,-4.27367040846742,-1.47049259648668,-3.90847840866382
"T287",1,"General",1,"General",1,"General",NA,NA,0.228128875910687,-4.27367040846742,NA,NA
"T288",1,"General",1,"General",1,"General",NA,NA,-1.15569002084978,-4.27367040846742,NA,NA
"T289",1,"General",1,"General",1,"General",NA,NA,-1.01723471617419,-4.27367040846742,NA,NA
"T300",1,"General",1,"General",1,"General",1,"General",0.048590672545465,-4.27367040846742,-1.12525889930718,-3.90847840866382
"T304",3,"General",3,"General",3,"General",NA,NA,0.483858880048888,-4.27367040846742,NA,NA
"T310",1,"General",1,"General",1,"General",1,"General",-0.561168473682796,-4.27367040846742,-0.437494298703626,-3.90847840866382
"T311",2,"General",3,"General",2,"General",3,"General",0.30688706496461,-4.27367040846742,0.449349588284246,-3.90847840866382
"T312",4,"General",3,"General",4,"General",3,"General",1.15226159895883,-4.27367040846742,0.370516059541802,-3.90847840866382
"T313",5,"General",5,"General",5,"General",5,"General",1.32728949523661,-4.27367040846742,1.25998803597752,-3.90847840866382
"T314",5,"General",5,"General",5,"General",5,"General",2.2580501859594,-4.27367040846742,1.7442265061323,-3.90847840866382
"T315",5,"General",5,"General",5,"General",5,"General",2.68010402989402,-4.27367040846742,4.74383023370819,-3.90847840866382
"T316",5,"General",1,"General",5,"General",1,"General",2.76431459669249,-4.27367040846742,-1.7991436309083,-3.90847840866382
"T317",5,"General",5,"General",5,"General",NA,NA,3.29044870744863,-4.27367040846742,NA,NA
"T318",5,"General",5,"General",5,"General",5,"General",3.14269509393699,-4.27367040846742,6.36921018378479,-3.90847840866382
"T319",5,"General",5,"General",5,"General",5,"General",3.73758027580136,-4.27367040846742,9.2150022322516,-3.90847840866382
"T320",1,"General",1,"General",1,"General",1,"General",-0.118429636245144,-4.27367040846742,-2.5220987614662,-3.90847840866382
"T321",4,"General",1,"General",4,"General",1,"General",1.27927825746965,-4.27367040846742,-1.67254598624572,-3.90847840866382
"T322",1,"General",1,"General",1,"General",1,"General",-0.794647188036471,-4.27367040846742,-1.32017703112531,-3.90847840866382
"T323",1,"General",1,"General",1,"General",NA,NA,-0.243536548093545,-4.27367040846742,NA,NA
"T324",1,"General",1,"General",1,"General",1,"General",-0.314919962579779,-4.27367040846742,-0.429080843888478,-3.90847840866382
"T79A",1,"Extremities",5,"Extremities",1,"Extremities",5,"Extremities",-0.130257044541684,-4.27367040846742,0.965185269822965,-3.90847840866382
